epoch,step,train_loss,val_loss
0,3,,-0.07458028942346573
1,7,,-0.10537762194871902
2,11,,-0.13870875537395477
3,15,,-0.17764930427074432
4,19,,-0.2296472042798996
5,23,,-0.3008481562137604
6,27,,-0.4017525017261505
7,31,,-0.5453588366508484
8,35,,-0.7484151721000671
9,39,,-1.0218579769134521
10,43,,-1.157065749168396
11,47,,-1.1429941654205322
12,49,-0.8477648496627808,
12,51,,-1.0926227569580078
13,55,,-1.0968414545059204
14,59,,-1.1214338541030884
15,63,,-1.1451692581176758
16,67,,-1.1498773097991943
17,71,,-1.2075629234313965
18,75,,-1.184975504875183
19,79,,-1.1444181203842163
20,83,,-1.1765226125717163
21,87,,-1.1630330085754395
22,91,,-1.1679649353027344
23,95,,-1.0788490772247314
24,99,-1.1665797233581543,
24,99,,-1.18337082862854
25,103,,-1.1542587280273438
26,107,,-1.1183465719223022
27,111,,-1.2198386192321777
28,115,,-1.2428486347198486
29,119,,-0.9915863871574402
30,123,,-0.9820619821548462
31,127,,-0.834935188293457
32,131,,-1.1791260242462158
33,135,,-0.9277378916740417
34,139,,-0.8345985412597656
