epoch,step,train_loss,val_loss
0,2,,0.046857159584760666
1,5,,0.014911210164427757
2,8,,-0.019528696313500404
3,11,,-0.05826066434383392
4,14,,-0.10107026994228363
5,17,,-0.14643363654613495
6,20,,-0.19666236639022827
7,23,,-0.2541806101799011
8,26,,-0.3205719292163849
9,29,,-0.3967662453651428
10,32,,-0.4874899983406067
11,35,,-0.5978333353996277
12,38,,-0.7238693833351135
13,41,,-0.8754474520683289
14,44,,-1.0486005544662476
15,47,,-1.2335386276245117
16,49,-0.945286750793457,
16,50,,-1.3426669836044312
17,53,,-1.3179175853729248
18,56,,-1.2620757818222046
19,59,,-1.230239987373352
20,62,,-1.2191718816757202
21,65,,-1.2420682907104492
22,68,,-1.2937325239181519
23,71,,-1.3579378128051758
24,74,,-1.3895142078399658
25,77,,-1.3765202760696411
26,80,,-1.371285319328308
27,83,,-1.3699308633804321
28,86,,-1.3787635564804077
29,89,,-1.4263886213302612
30,92,,-1.4650988578796387
31,95,,-1.495079517364502
32,98,,-1.5201106071472168
33,99,-1.2717138528823853,
33,101,,-1.5692387819290161
34,104,,-1.617241382598877
