epoch,step,train_loss,val_loss
0,3,,0.02898212894797325
1,7,,-0.0054221730679273605
2,11,,-0.044786129146814346
3,15,,-0.09504395723342896
4,19,,-0.1640651673078537
5,23,,-0.2634662091732025
6,27,,-0.4039168655872345
7,31,,-0.5947654247283936
8,35,,-0.8564534783363342
9,39,,-1.1325842142105103
10,43,,-1.226375699043274
11,47,,-1.1027090549468994
12,49,-0.7559617161750793,
12,51,,-1.0311895608901978
13,55,,-1.0336463451385498
14,59,,-1.0997053384780884
15,63,,-1.1895561218261719
16,67,,-1.284479022026062
17,71,,-1.3363131284713745
18,75,,-1.3027799129486084
19,79,,-1.2780251502990723
20,83,,-1.2960405349731445
21,87,,-1.3489632606506348
22,91,,-1.4173673391342163
23,95,,-1.432455062866211
24,99,-1.2948685884475708,
24,99,,-1.4223642349243164
25,103,,-1.4110809564590454
26,107,,-1.4322941303253174
27,111,,-1.4240649938583374
28,115,,-1.4702682495117188
29,119,,-1.5964304208755493
30,123,,-1.482204556465149
31,127,,-1.4539495706558228
32,131,,-1.4997897148132324
33,135,,-1.6088460683822632
34,139,,-1.4677053689956665
