epoch,step,train_loss,val_loss
0,2,,-0.0766538605093956
1,5,,-0.09406877309083939
2,8,,-0.11175551265478134
3,11,,-0.13042762875556946
4,14,,-0.15083353221416473
5,17,,-0.17401015758514404
6,20,,-0.2010670304298401
7,23,,-0.23419249057769775
8,26,,-0.2742120623588562
9,29,,-0.3222297430038452
10,32,,-0.3814588189125061
11,35,,-0.45463934540748596
12,38,,-0.5485321283340454
13,41,,-0.6648992300033569
14,44,,-0.7904558777809143
15,47,,-0.8942659497261047
16,49,-0.7141314148902893,
16,50,,-0.9659538269042969
17,53,,-1.012823462486267
18,56,,-1.0418833494186401
19,59,,-1.0610947608947754
20,62,,-1.075019121170044
21,65,,-1.0846081972122192
22,68,,-1.1039410829544067
23,71,,-1.1134330034255981
24,74,,-1.1283438205718994
25,77,,-1.134486436843872
26,80,,-1.1508817672729492
27,83,,-1.2199499607086182
28,86,,-1.2933461666107178
29,89,,-1.3327488899230957
30,92,,-1.3319408893585205
31,95,,-1.3325026035308838
32,98,,-1.3492300510406494
33,99,-1.0551207065582275,
33,101,,-1.3644397258758545
34,104,,-1.3943719863891602
