epoch,step,train_loss,val_loss
0,1,,0.011400720104575157
1,3,,-0.003582540899515152
2,5,,-0.01843634434044361
3,7,,-0.03371443599462509
4,9,,-0.04961826652288437
5,11,,-0.06583452224731445
6,13,,-0.08250095695257187
7,15,,-0.09990479052066803
8,17,,-0.11957822740077972
9,19,,-0.1410321146249771
10,21,,-0.16382554173469543
11,23,,-0.1889297068119049
12,25,,-0.21638651192188263
13,27,,-0.24521878361701965
14,29,,-0.27671435475349426
15,31,,-0.3114088773727417
16,33,,-0.3491430878639221
17,35,,-0.390182763338089
18,37,,-0.43761950731277466
19,39,,-0.4919857382774353
20,41,,-0.5576956868171692
21,43,,-0.6399685740470886
22,45,,-0.7462908029556274
23,47,,-0.8677259683609009
24,49,-0.8396488428115845,
24,49,,-0.9555350542068481
25,51,,-1.012100100517273
26,53,,-1.0305095911026
27,55,,-1.032787561416626
28,57,,-1.033940315246582
29,59,,-1.043792963027954
30,61,,-1.072707176208496
31,63,,-1.1137893199920654
32,65,,-1.1536366939544678
33,67,,-1.1966873407363892
34,69,,-1.2412683963775635
