epoch,step,train_loss,val_loss
0,3,,-0.024548357352614403
1,7,,-0.06134786084294319
2,11,,-0.10728820413351059
3,15,,-0.1676669865846634
4,19,,-0.25030800700187683
5,23,,-0.3571884334087372
6,27,,-0.503378689289093
7,31,,-0.6830604672431946
8,35,,-0.8247976303100586
9,39,,-0.8924612402915955
10,43,,-0.9167221784591675
11,47,,-0.8882964253425598
12,49,-0.7703322768211365,
12,51,,-0.8757818341255188
13,55,,-0.8862500190734863
14,59,,-0.9282239079475403
15,63,,-0.960220217704773
16,67,,-0.974141001701355
17,71,,-1.0015650987625122
18,75,,-1.030513048171997
19,79,,-1.0198609828948975
20,83,,-1.0466679334640503
21,87,,-1.0753405094146729
22,91,,-1.105158805847168
23,95,,-1.1258293390274048
24,99,-1.1291431188583374,
24,99,,-1.1058189868927002
25,103,,-1.1148231029510498
26,107,,-1.130479335784912
27,111,,-1.0872572660446167
28,115,,-1.1352918148040771
29,119,,-1.1024492979049683
30,123,,-1.146994709968567
31,127,,-1.17457115650177
32,131,,-1.1234902143478394
33,135,,-1.149147629737854
34,139,,-1.104151964187622
35,143,,-1.1027228832244873
36,147,,-1.0808212757110596
37,149,-1.296305537223816,
37,151,,-1.0467054843902588
38,155,,-0.9911099076271057
39,159,,-1.0054501295089722
40,163,,-0.993237316608429
41,167,,-1.016810655593872
42,171,,-0.9774271249771118
43,175,,-0.9363820552825928
44,179,,-0.8544433116912842
45,183,,-0.7478384971618652
46,187,,-0.6291455030441284
47,191,,-0.6774418950080872
48,195,,-0.6394428014755249
49,199,-1.4590840339660645,
49,199,,-0.6320317983627319
50,203,,-0.6357545852661133
51,207,,-0.5412194132804871
52,211,,-0.46622228622436523
53,215,,-0.3835431635379791
54,219,,-0.2732548117637634
55,223,,-0.3603377938270569
56,227,,-0.37766867876052856
57,231,,-0.5457144379615784
58,235,,-0.578598141670227
59,239,,-0.4556844234466553
